vid_id,uploader_name,interval_fromytcreated_toupload,category,video_length,no_of_views,ratings,no_of_ratings,no_of_comments
v6iE2j-e6m8,MediocreFilms,703,Comedy,430,103532,4.63,792,429
vYBbXJCOgOs,parkourhellas,520,Comedy,590,14092,4.37,63,32
Stncr9dXsMw,MediocreFilms,604,Comedy,475,86512,4.51,507,258
lsjQirmZc7g,awkwardpictures,785,Comedy,305,130709,4.46,915,470
FAyjdeEu7FA,harrisonm,924,Comedy,300,37170,4.61,152,94
MCky91H2VQI,yorobun373,1090,Science & Technology,608,802,4.2,5,7
k98qJu9PtAs,mobileburn,1030,Science & Technology,234,3158,3.62,8,13
qTZE3yPA2AE,creatif77,666,Howto & Style,236,3026,5,2,5
a3mVKBsueXQ,x0xMishox0x,785,Comedy,140,110313,3.52,318,453
Qjvmg9AZRdc,HiMobile,799,Entertainment,417,29260,3.93,28,19
o8TLFRJQHpo,PyrosharkGIA,887,Howto & Style,206,17799,4.48,33,77
4H56JgLGAEI,lawfour,880,Entertainment,221,9602,3.71,7,12
VTYv3a7yJYs,PCWorldVideos,836,Entertainment,227,10402,4.25,8,20
XxIjkBVEtyE,phoneshopuk,803,Entertainment,40,147828,4.53,116,347
ZxsClWe4juE,lockergnome,1102,Science & Technology,1120,6878,4.59,46,70
UDv4AkBzPEU,infovids,1019,Howto & Style,290,13617,4.55,20,32
Z-BPKbKtUoQ,ninecentsmobile,1019,Science & Technology,189,11832,5,1,9
T1BHuQ5RbLU,robgreenlee,690,Howto & Style,321,3638,4.5,2,3
7lzR1e_h8Hc,powemax0987,738,Entertainment,301,2937,3.6,5,9
IMGu4maX0k4,shooterTV,601,Entertainment,239,4479,4.87,23,16
dISPc5wvX64,MadeinchinaReview,1111,Entertainment,225,7846,5,1,17
XwmX80JS3yA,ninecentsmobile,1014,Science & Technology,180,6330,0,0,3
9eohCbgOwIk,uberpulse,862,Entertainment,265,2739,3,2,1
6QIH8NrNeso,UnrealGamerzForum,1083,Entertainment,64,28253,4.89,84,52
kPrIkTwoStY,GTAix,1126,Science & Technology,28,696,2.08,12,10
i0K9BAf7x2s,cremany,1126,Entertainment,147,4557,1.86,64,120
ajYoDhoIF0g,Nespan007,1127,Entertainment,30,212,5,1,0
R17r9V0IFYg,davereadingfc01,1135,Entertainment,41,519,1.5,16,14
rYzNBIo32iU,JONOvsLFCvsWWE,1124,Entertainment,10,329,2.25,4,0
IMr43kdRiSg,Nespan007,1124,Entertainment,64,36,0,0,0
oIegPJjk95U,4iki4iki,1025,Music,221,56691,4.77,229,292
HNgQDG0CMwo,weirdalfan27,952,Comedy,292,6464,4.67,64,95
dqvUusOZ92w,Reeceygametrailers,1045,Entertainment,123,31,5,2,1
vnNpUZrmKN8,GamerHelp,776,Entertainment,58,9875,2.24,29,27
idvvO9oCQl4,CrazyLegs420,1066,Comedy,7,96,2,2,0
e4yx1s-l6f8,GTAmissions,1024,Entertainment,128,1301254,4.82,3756,5833
o-8nBkdiAcE,sargeras9,772,Entertainment,63,80,0,0,0
WWy4gJSO5Y0,james2006789,773,Entertainment,63,315,0,0,2
l-V56hnZDyo,NovaManXP,873,Entertainment,63,136,0,0,1
4iSPORQEaHY,matthew2180,1062,Music,221,2624,4.8,5,3
IkusSsks954,GTAmissions,1101,Entertainment,216,149659,4.85,800,839
hwdXelJfpPM,grampl,1117,Entertainment,46,99034,4.77,251,271
vbLJHY-hXMA,xbox360hd,1075,Entertainment,121,183326,4.61,435,709
HlF6fbIFiCM,nlitement,772,Entertainment,63,1743671,4.67,4119,5002
j3Na2id5ico,Krashhedd,1115,Entertainment,251,85,0,0,3
cLaQiK1kDLc,Krashhedd,1114,Entertainment,73,79,0,0,0
bGEECoajFgk,Krashhedd,1045,Entertainment,184,361,0,0,2
eqG9FcT3pBE,adrianbellobarro,1121,Sports,307,70,5,1,3
IhRbLRJnThE,Krashhedd,1121,Entertainment,274,85,0,0,0
g9XnOqGyNuA,Krashhedd,1121,Entertainment,269,90,0,0,4
Z6FQUElIqVw,Alzacon,1121,Film & Animation,115,36,0,0,0
QAWAMYGnubQ,Krashhedd,1121,Entertainment,286,72,0,0,1
3wx47SNPwqk,Kitediz,959,Autos & Vehicles,395,6606,4.54,13,43
f_qCuz1zwQk,Ov3j1t4,1019,Comedy,123,1807,4.78,9,17
3QKT8lriYfU,fedoxe,1086,Entertainment,471,845,5,1,4
RiVKnDCYAm0,guileanci,1001,Entertainment,168,1346,4.2,5,4
PwmpS6ns2kg,fedoxe,1086,Entertainment,177,598,0,0,0
DHi_9JP0cgk,matigeneris,1051,Entertainment,83,345,0,0,2
wps0ecPF5LA,clemeriao,808,Entertainment,101,5017,4.2,5,13
xoq_IbpnSus,Mxitho,988,Entertainment,271,580,0,0,3
p-nOFw7s9Qc,fedoxe,1086,Entertainment,179,387,0,0,0
pWOMN2neHdg,fedoxe,1115,Entertainment,332,97,5,3,4
xa6Zpq68Daw,kryptonao,939,Comedy,123,6900,4.61,28,41
gsRpRuZEuIE,lcmscia,1065,Entertainment,183,358,4.5,2,6
tB5g9MxldZc,aloie,678,Sports,62,242,0,0,0
3A9L1We4BZU,aloie,1036,Entertainment,46,30,0,0,0
LM1XIFAcV8w,aloie,1049,Sports,23,57,0,0,0
KcFlTAeAyVQ,aloie,678,Sports,5,127,0,0,0
qHtXQrf0XRo,aloie,1021,Travel & Events,11,53,0,0,0
5olkBYGWDa0,aloie,678,Sports,1,48,0,0,0
2s_Qf1XsfYU,aloie,678,Sports,4,60,0,0,0
I5EAMHRTQ9U,bobonokawaii,696,Film & Animation,285,9038,4.57,46,24
SooZZEha3aQ,hyperpie8,626,Film & Animation,390,23753,4.84,135,63
C6w1a3oIZ6M,Animalfreakie911,786,Music,274,7760,4.93,61,39
ljwzO45vPcw,CrisInuyasha,905,Film & Animation,302,198562,4.52,174,81
ozl_FKisEig,Su54,524,Music,231,15534,4.78,95,28
rn0oQIArLOY,hyperpie8,728,Film & Animation,523,9575,4.77,103,57
GKicLv8tfwE,amythepure,648,Film & Animation,543,15863,4.81,97,63
Qs-oGviaryA,Hentai12Lover12,916,Film & Animation,481,24940,4.79,24,5
3kBFmSnY0kw,Animeruler101KS,872,Entertainment,236,22381,4.86,250,181
0RSprRhwDXc,Su54,517,Music,244,14369,4.78,100,36
0KAHrgUXNcM,CrisInuyasha,0, UNA ,304,11607,4.54,28,20
6IIGFIvkeIY,slickvixx,0, UNA ,247,38867,4.75,174,69
d67J_5EVphE,tori99,751,Film & Animation,290,16248,4.86,125,71
6vZzUfv4_p4,EmoCurse,624,Film & Animation,254,28538,4.76,190,87
AYR1dFLqHvw,double0twinky,621,Film & Animation,189,16262,4.75,36,16
ZTDflf5XYPY,Animeruler101KS,918,Entertainment,211,18918,4.94,219,105
YAp2iB7tNm4,bologna500,767,Film & Animation,306,6266,4.19,27,21
D8iFxqBM9Qg,animegurl4912,822,Film & Animation,226,11799,4.91,58,41
mmt1mxjvnX0,BlacknLonleySoul,720,Film & Animation,187,28621,4.86,200,129
AYmzCJCFPbA,Animecat2,602,Film & Animation,483,8368,4.85,48,31
e18QoElkyiw,Shoescouk,634,Music,169,1286,2,6,1
xdpUyDNkXCY,Aidan724,1131,Autos & Vehicles,4,133,4,2,2
#NAME?,DeMorcan,795,Music,107,777,4,2,1
Zzz4qdWc8_A,pablosanz,1105,Music,580,135,5,1,1
sicRqLkjN28,pablosanz,1106,Music,599,103,5,2,0
oa6MvpOl0ZU,MikeTheTeacher,849,Music,127,15093,4.77,13,27
dw1wj6XfU7I,avegemitesandwich,920,Comedy,98,1523,5,3,2
K4GFVdemV2E,styrafoaming,966,Comedy,38,490,3.5,2,1
hI6N3DEQ01M,MikeTheTeacher,849,Music,104,5022,4.89,9,6
qUnQ3F2Rwq4,ATPFestival,597,Music,480,23063,4.78,67,0
MQgKdZtyK0w,Minimalist,398,Film & Animation,87,260,0,0,1
SJnPTq0yyJk,nfork,666,People & Blogs,53,92,0,0,0
mfjBzPOgc_A,datawaslost,1019,Music,406,60,0,0,0
Z_51Cu_fb5Y,parkingtickets,831,Music,144,188,0,0,0
yvZ38Yq1wlw,wilffiv,693,Music,439,482,5,2,4
SOSRbSaWGr0,wilffiv,693,Music,446,336,5,1,1
kkJu0Bapt9o,Qmaniac2006,1118,Sports,66,914,5,4,2
0mFAUvd1z18,mangenerated,885,Music,327,68,5,1,0
ZgcUkiqCxpo,quadrant2005,992,Film & Animation,79,549,5,2,1
P9Er_RXGFCE,arbethnot,1069,Music,380,300,5,2,2
cCIdn7uCL4g,restarea,626,Comedy,122,43272,4.93,126,63
7h3GPc_yMCE,sking28,602,News & Politics,93,892972,4.27,4077,2708
a9WB_PXjTBo,McCaskill4Missouri,612,News & Politics,37,2674096,4.47,5116,6403
OKs-bTL-pRg,dianamherrera,435,News & Politics,63,142071,4.5,153,164
QMliHkTDHaE,McCaskill4Missouri,613,News & Politics,41,445459,4.34,707,745
AHu5YOogV8I,MaleMan1979,527,Entertainment,140,137839,4.75,386,106
RRQaW1UQj9Q,TabathaS,558,News & Politics,433,54060,4.87,150,125
cLwOEeRLesg,UnofficialPressTV,1086,News & Politics,157,4150,5,9,0
mIWNN2bnYto,nicscics,1078,News & Politics,588,1427,4.47,38,36
elEwEzNWZ2E,tlm207,1045,News & Politics,232,16573,4.54,74,293
tpp3PP3m8Bk,ALLEANZAnazionale,1002,News & Politics,953,3811,4.5,8,13
hE3P_PbrkX4,ALLEANZAnazionale,1013,News & Politics,1158,2748,3.4,5,6
WKSLKOl-SC0,ClaudioPeri,997,News & Politics,222,5499,4.85,13,3
Jg1je7qjwlE,gonziVSsant,1115,News & Politics,376,3155,3.67,3,2
8d8kaHwGZkM,jurgencassar,1105,News & Politics,318,2412,4.43,14,12
8aH_vV-9OQQ,globalmediachanneltv,1114,News & Politics,440,1418,5,1,1
QNDf03s0jwQ,omovies,1122,News & Politics,92,47432,4.57,192,130
Z_gKOCb4QBA,mauikb,987,News & Politics,64,6024441,4.92,3283,1646
lHk7kYYroRU,CocaColaSuperbowl,1080,Entertainment,62,185881,4.03,301,144
PE7JDIkiEZg,dianamherrera,435,Entertainment,62,36940,4.8,69,70
m7maxwKwZF8,tempantz,950,Entertainment,33,2845,5,4,6
f2WE1lR-yyQ,HardcoreTitantrons3,1118,Sports,121,67,5,1,0
Kedfy9savoo,BCBband,1122,Music,273,379,4.86,22,29
x26GOVJ7LQk,DOOMAnomaly,1115,Entertainment,101,7,0,0,0
N1Ebnv0tMFE,ShaneOMacfan101,847,Entertainment,467,80554,4.74,228,198
phfTi2u8ZhY,fungusmcphee,760,Sports,492,45035,4.66,85,92
mFXlnEYyym0,ShaneOMacfan101,847,Entertainment,536,62050,4.77,175,105
nKhtqNGXjnA,Tombst1,904,People & Blogs,435,40928,4.85,108,95
W356F8uCYwI,fungusmcphee,707,Sports,214,15913,4.89,80,69
FpDljEOzcaM,EdgeRulz17,1018,Sports,33,372,4.25,4,1
GpwqNNukFKQ,UNARismor,918,Sports,182,7627,4.76,17,20
WHobj4d9tVo,madcappa123,935,Entertainment,464,4117,4.75,16,10
mES_ygGtBg4,UNARismor,886,People & Blogs,196,8868,4.82,33,21
S0Dleg40d0g,koloveri44,898,Sports,599,25533,4.71,85,100
QdzN9Ncdo78,Tombst1,904,People & Blogs,520,17549,4.91,85,39
wDKaX0xkUmE,badboy4lyfe2,968,Entertainment,628,6831,5,27,18
q-JndN8vrrE,badboy4lyfe2,968,Entertainment,366,9357,5,32,28
TzU68Qsz9KQ,madcappa123,935,Entertainment,407,4545,4.88,16,10
ENmQiCV_N1c,sshep12345,562,Music,228,13039,5,13,10
48Qe37cImnw,Drakinola,1024,Entertainment,599,3761,4.87,23,17
MenOP2YuLxc,wermanred,1077,Sports,489,110,0,0,1
jEIb66ZRLYc,NigelBraggins,794,Sports,258,1911,3,2,3
Gx4LenxHGEg,cocker76,839,Sports,568,1905,4.5,10,3
vjeItnYN1RY,aestokesrees,1110,Sports,314,168,0,0,0
lseVS97EF3A,jimvdberg,1020,Travel & Events,242,165,0,0,0
9Teedv9zMzY,aestokesrees,914,Sports,532,1859,4.62,8,2
kug5ZuairUo,cocker76,1027,Sports,145,101,0,0,0
DyzWbxj6O4k,IMPERATORE0166949079,1052,Travel & Events,41,188,5,4,0
h6ilcpnIaRw,simonsezproduction,749,Travel & Events,320,1523,4.57,7,1
TJLq2WZiBBs,staytunedtoswatch,835,Entertainment,581,6287,4.91,11,3
Zay8SPfgdtA,basis104,900,People & Blogs,78,486,0,0,1
k_7LAqDjhq8,Aussiemystic,1104,Travel & Events,511,167,5,1,0
phygsAlY3OA,deepmetalmechanic,534,Sports,197,9845,4.12,8,0
6JuDJ-06yZU,denniscallan,560,Travel & Events,471,4778,4.64,11,2
igY8jzcEO0A,simonsezproduction,755,Travel & Events,588,2920,4.43,7,4
9fu9o4N15Lk,,,,,,,,
D0_n1DhnBZE,kpalleh,1106,Sports,40,19,0,0,0
OIRiYXaMZAg,xhalefilms,975,Sports,243,4580,4.73,30,14
#NAME?,xhalefilms,973,Music,488,1357,4.33,3,1
V_edqA1wpP0,Squadmen,888,Sports,473,2623,3.43,7,3
BSbvedMd6FA,polybus11,1133,Comedy,600,376,5,3,1
sGx1etSVUX0,hoi428,1085,Entertainment,55,302,0,0,2
pj_QCin2EpQ,donkersgoed,1018,Entertainment,128,1866,4.33,3,3
j5Z1iLbU7OY,kentavid,925,Comedy,6,3861,5,4,4
#NAME?,Trance88Master,1098,Autos & Vehicles,348,2418,4.43,7,2
qN4zz--k4XA,furaxpolychrome7,1119,Sports,402,1174,5,2,1
yY5M8zHWjjw,dublindog,1071,Travel & Events,18,409,3.5,2,0
mLuNtiC26_A,stross1992,1103,Sports,439,237,0,0,0
FIPiVGEUTRA,masterbekas,1112,Music,577,162,0,0,0
eUoDCEE-yBg,fr4jo4,1103,Music,273,314,0,0,1
8CS1FuHW-n8,fr4jo4,1106,Music,399,185,0,0,0
QDkPdRtr310,janKoens,1099,Autos & Vehicles,506,155,0,0,0
zNxXy-tO7l4,icaninvent,1080,Autos & Vehicles,309,238,5,1,0
xkqRTFsyRcU,deadjay64,1124,Music,263,193,0,0,0
drAzE43A9Ns,,,,,,,,
DIyL1upr6zE,fr4jo4,1107,Music,270,206,0,0,0
efaH2pu9nAA,nidiagu,1120,Film & Animation,261,160,5,1,3
1fCQKc_Uem0,abbeyandrosie,1077,Autos & Vehicles,283,171,0,0,0
lKhekAtQmX0,CottonCow,1096,Entertainment,599,260,5,1,8
RcbR-aHBt8o,fr4jo4,1105,Music,402,522,5,1,0
08JInh8Slx0,shokaten,1005,Education,158,4967,5,3,4
RgsHG2aVmLU,shokaten,1047,Comedy,212,1333,5,1,0
0S2iYz0KZm0,grncarovski,1026,Comedy,79,1600,0,0,1
nmICYUFhHco,VMOPO,776,Travel & Events,382,4257,4,24,20
Kj7LkIXS4dw,VMOPO,1014,Education,553,610,5,9,1
cz2UM7uL_1c,VMOPO,1013,Education,503,288,5,7,0
CYUc4H6_L5k,VMOPO,1014,Education,595,242,4.43,7,0
KgHLb0z8AHQ,VMOPO,1013,Education,457,276,5,7,0
vdM2Ti2YYXQ,VMOPO,1023,Education,542,224,5,4,0
h34UUJnjj4I,VMOPO,1023,Education,521,201,5,5,0
rG-5n7iSMPM,renatosena2003,646,Pets & Animals,638,1561,5,1,0
Nqonz-o6i4Q,VMOPO,1023,Education,471,129,5,4,0
c63p2PdAcec,renatosena2003,643,Film & Animation,291,2535,3.67,3,1
HPWWLyA8iCc,resne,777,Sports,148,1810,5,1,0
SwSSyngRFss,senat64,980,Music,166,1307,0,0,1
bLO5G8b7pB0,VMOPO,728,Travel & Events,98,471,3.57,14,7
GCNDFTePkHg,stormmacedonia,1032,Education,188,384,0,0,0
5Tq2drjr6Lc,elencevski,945,Comedy,96,2397,0,0,0
ZozTCX4LLn8,VMOPO,1023,Education,244,75,5,3,0
wEQ54SUxtiI,VMOPO,1023,Education,596,178,5,4,0
k2pF-7mIpGU,4ezMoney,1024,Science & Technology,425,2817,4.67,12,16
nRmmcrZZGRI,911stealth2,953,Autos & Vehicles,334,1136,5,2,8
zoz5S1GQb_o,911octopus,0, UNA ,255,159,3.88,16,2
RC71TjXb05w,MajorCalloway,1074,News & Politics,309,2881,4,4,6
BRx0s0uHeNk,anonymozzybinoswald,1134,Nonprofits & Activism,573,83,3.5,8,0
eN6JCfKtLDk,anonymozzybinoswald,1134,Nonprofits & Activism,611,56,3.4,5,0
uZTCPTpWZUY,anonymozzybinoswald,1134,Nonprofits & Activism,597,25,3,4,0
3MzEiNL27Bs,anonymozzybinoswald,1134,News & Politics,452,39,4,4,0
asl6zQexKFI,anonymozzybinoswald,1134,Nonprofits & Activism,617,256,3.67,12,2
oe0XiSQeaTg,anonymozzybinoswald,1134,Nonprofits & Activism,279,23,3,4,0
fLzC02FaQ0g,anonymozzybinoswald,1134,News & Politics,556,27,3.4,5,0
xqv2U_dpdf0,anonymozzybinoswald,1133,News & Politics,568,76,3.67,3,6
HuxNXwyyv7M,bsregistration,839,News & Politics,395,2544,4.21,29,18
Ob3AzZhmIeU,anonymozzybinoswald,1134,News & Politics,519,58,3.4,5,0
Bvuj6AX-Dok,anonymozzybinoswald,1134,Nonprofits & Activism,563,72,2.6,5,1
efo58MoLU5U,anonymozzybinoswald,1134,Nonprofits & Activism,462,133,3.67,6,1
ZPH5HYwry6c,anonymozzybinoswald,1133,News & Politics,376,45,4,4,0
wr3Tu7dekEA,anonymozzybinoswald,1135,Nonprofits & Activism,127,165,4.43,7,3
QXi02GoU6mo,anonymozzybinoswald,1133,News & Politics,597,133,3.67,6,4
d2vFJsJsmJQ,anonymozzybinoswald,1133,News & Politics,570,43,4,4,0
VhYmtRZmWhM,Ololadin12,1019,Comedy,395,315,5,2,1
2NXw4CD7Ps4,TheStoepsel2001,945,Entertainment,243,400,0,0,0
nAu1aHBoVKo,EA,906,Entertainment,193,114474,4.45,165,253
WqJNDP0_qto,nickbonanno,628,Entertainment,281,7268,4.69,13,6
Eze-PHENGas,Jomei014,629,Entertainment,151,8734,3.82,17,14
sM_fLzHuB4E,BanLin,898,Entertainment,263,1849,5,2,1
lQF7-HBysc0,punkish69,656,Entertainment,143,1933,4.83,18,13
X4SMUGxNPfI,mikerodriguez,664,People & Blogs,186,2298,4.11,9,14
SXAoz6uTAcw,lostsanity11,648,Entertainment,270,1791,4.33,18,8
FO0BeuOKM3E,a16production,1021,Entertainment,31,636998,4.06,1745,523
v9EPv8rjj_8,MaudusKiwie,841,Entertainment,383,572,0,0,1
T1pQJZ-g1bk,ppoppens,662,Entertainment,402,486,3.5,2,4
7i6_7UHrPHg,chongo158,1026,Entertainment,92,5994,4,20,16
DQ13hjDPqDc,Hengsen,671,Entertainment,124,946,3.8,5,0
G4YUCUmmXms,drakan1981,670,Entertainment,595,234,5,1,1
ZR4V1bhlsMs,petervv19,638,People & Blogs,88,1204,5,3,0
TYiC6Ax1Sac,manicmommies,754,Entertainment,430,3384,3.75,8,15
v_YVZjsNans,tmhw11,686,People & Blogs,305,323,5,1,1
VKM8BR-hZwQ,pioneerpresstech,769,Entertainment,187,870,5,1,0
TSJXTeq0NfM,Hengsen,671,Entertainment,242,1056,5,2,0
za_hfryoLi4,Morenower,1129,Entertainment,102,201,5,2,1
D2o4I1_bmgQ,rejoder,762,Travel & Events,285,3951,4.33,3,3
wsZ8qXb4tfo,MadMonty2006,811,Entertainment,144,1117,0,0,0
MQ17UHldB5I,siobhand87,773,Travel & Events,202,668,4,1,0
0DH2hi2N2mY,smdani,763,Entertainment,479,2942,4.89,9,3
neVEP_j1Gck,bgiemaria,1130,Travel & Events,34,42,0,0,0
V9M_ZWoqEfg,bgiemaria,1130,Travel & Events,37,28,0,0,0
Upjmsu_Q97c,fallaausiasmarch,1129,Entertainment,550,169,0,0,0
jKa4KulbMOg,pardo800,1129,Travel & Events,40,646,5,2,0
1P2X3DaRsYs,meercatsteve,1131,Travel & Events,190,92,0,0,0
#NAME?,globaleyevision,1136,Travel & Events,337,23,0,0,0
xOs63DpVamg,YeReMaT,1129,Film & Animation,497,898,4.67,3,2
Y1_OBFywJA0,rejoder,762,Travel & Events,161,438,0,0,0
HXuCNPxdddk,raffaelmilano,763,Entertainment,231,8705,4.33,3,10
wCWhQPspWL0,dolovera,768,Entertainment,297,835,5,3,6
Wb5-AuYT9Gs,onfalla,899,People & Blogs,260,1010,4.33,3,0
hXc-0Wi2J4U,YeReMaT,1129,Film & Animation,596,343,5,1,0
KKgQUK_9rt0,Mavericky85,1136,Travel & Events,410,4,0,0,0
daSfMGHkOsA,vorosoktober,767,Travel & Events,124,272,0,0,0
ppFq7HCZw3o,YeReMaT,1129,Film & Animation,592,195,5,1,0
FmWbBqiCxGc,hockeygal74,1040,Music,256,13939,4.86,37,32
ZfV6YnYAdGg,NicholasSta,960,Music,247,64658,4.69,185,245
6ZlTND7nt4s,lenbot,1057,Music,249,2816,4.44,25,15
7J5sBhHQjAQ,fashionartbooks,685,Comedy,233,49417,4,52,110
C1BdpnU_D8s,MiniDVGL2,813,Music,191,3805,4.88,8,10
JKUOiLUp4lg,MiniDVGL2,814,Music,296,5346,4.9,10,8
K0mdqYq0GQM,deafpedfan,984,Music,600,719,4.33,6,2
bMd_dXYb9yc,wardd413,927,Music,244,2138,4.5,4,3
_KVr7VOTwTQ,SearlesWorld,543,News & Politics,577,708,5,1,2
hlXVCVMr_pk,lotteryjerk,984,Autos & Vehicles,178,6656,4.32,19,23
n5-rcMO5kj8,xTylerLeMarx,1101,Entertainment,251,750,4.43,7,17
estWpDFXTuo,jacqu7100,860,Entertainment,487,337,5,2,2
Lwe7ELuam2c,deepfry,454,Music,186,1014,5,2,1
6fwsBzbKAV4,duramax6600,1063,Autos & Vehicles,342,477,5,3,6
qBeWdYmratU,DeafPedestrians,1092,Music,501,164,5,3,2
7rSKlk33o5M,jamesetakacs,573,Music,338,367,0,0,0
troRgZhHXQ4,wardd413,952,Music,240,949,5,1,4
j4hHlkqC-CM,jimfear13,1068,Music,302,346,0,0,2
bOcjQbRTqO8,dsaunts3,973,Music,249,26696,4.49,82,103
OvvnpN7MbWI,budelvideo,553,Music,296,4232,4.67,9,9
SHTo0zqWcac,NFBCmedia,1008,Entertainment,1052,94,4,4,2
H3qvKE52J6I,NFBCmedia,1008,Entertainment,896,74,3.67,3,0
fsyT45-8hOE,NFBCmedia,1012,Entertainment,1026,39,3,4,0
nDkLBSSX23A,SuteUp,1135,People & Blogs,177,96,4.56,9,14
#NAME?,NFBCmedia,1012,Entertainment,959,41,2.33,3,1
br8y-tCaRXs,NFBCmedia,1051,Entertainment,1085,64,4.67,3,0
mm3F5sEAYaY,NFBCmedia,1023,Entertainment,1068,67,0,0,0
kIelP3sI5C8,NFBCmedia,1023,Entertainment,1099,42,0,0,0
CHZUDPmmBRo,NFBCmedia,1031,Entertainment,1150,62,5,1,0
k0fiwlPOZTA,NFBCmedia,1031,Entertainment,819,52,0,0,0
HYhdWVqpkWo,NFBCmedia,1017,Entertainment,1002,29,0,0,0
gZ13GZgfzGQ,NephilimFree,993,People & Blogs,351,147,3.86,7,1
6lE7iQMDELo,unsilencedbeauty,1058,Music,279,1325,4.33,3,5
c07yjxe1evY,slammerbammer,795,Music,403,129957,4.82,292,273
-08YZF87OBQ,WimNL,1069,Music,426,11564,4.96,26,17
TKSe6siY5wc,jedimindless,887,Music,265,22092,4.85,72,45
0wC_yfyiwpM,ziyulu,1053,Music,410,4149,5,20,11
XGSg5s41uiM,NFBCmedia,1017,Entertainment,961,52,5,2,0
vTOSSbmmWvQ,NFBCmedia,1051,Entertainment,1028,35,5,1,0
RwnbEzGC5D0,gospel1992,1085,Music,410,600,5,1,1
Bcp_dPVfxVY,gselander,1120,Music,565,301,5,1,1
3M3JntKL4ag,gselander,1120,Music,539,166,5,2,4
kFgeqTb8Fqw,gselander,1120,Music,260,165,5,1,1
qOeto6Cy3ws,gselander,1120,Music,518,75,5,1,0
#NAME?,gselander,1120,Music,311,83,5,3,1
Dz2fUGxH_vI,gselander,1120,Music,596,49,5,1,1
tgch4IkyShE,gselander,1129,Music,417,61,5,1,1
KF14_JtnJSA,gselander,1130,Music,304,33,5,2,2
eLzpEsF88Qo,gselander,1129,Music,559,49,0,0,0
WNg1BX_QooY,gselander,1120,Music,620,66,5,1,0
YImiFk3dd98,gselander,1120,Music,527,53,5,1,0
BGfxaBXde50,gselander,1129,Music,495,32,5,1,0
DOtCHt0NbTw,gselander,1130,Music,472,17,0,0,0
Rf5z2UBH4Qk,gselander,1130,Music,549,33,0,0,0
RSFeaU17Q8Y,gselander,1130,Music,511,23,0,0,0
8d5N2eRa1ZE,gselander,1129,Music,598,34,5,1,1
AajECl0D4uk,gselander,1120,Music,540,51,5,1,0
bEzQOiNvJ_U,gselander,1130,Music,474,21,0,0,0
ly78vqKqioo,gselander,1120,Music,548,66,5,1,0
qUESmT_IlnM,zonamagia,1101,Howto & Style,157,71,0,0,0
roUnq-zI7JU,zonamagia,1096,Howto & Style,239,486,0,0,1
WGZpmhBCLc8,zonamagia,1088,Howto & Style,104,668,5,2,3
lpuXdyhHbUk,zonamagia,1090,Howto & Style,96,863,3,1,1
#NAME?,zonamagia,1100,Howto & Style,116,219,3,2,0
bbgY_wWiADk,zonamagia,1097,Howto & Style,41,813,3.33,3,6
qiJGt1VzAd8,zonamagia,1101,Howto & Style,73,151,0,0,0
UMG_tz58Bwc,,,,,,,,
1yX_KocfhPM,zonamagia,1101,Howto & Style,104,172,0,0,0
DP4saoH6m5c,zonamagia,1089,Howto & Style,58,137,0,0,0
Cda1mizqQjw,apodots,711,Film & Animation,207,19515,3.29,35,23
eCslscr469w,,,,,,,,
G_ddPKZwpT0,MagicUrzay,1002,Entertainment,15,5210,2,4,8
kGdLyqPENuk,MagicUrzay,998,Entertainment,74,8821,3.89,9,31
jTUzNBR3fUk,MagicUrzay,1000,Entertainment,33,10728,3,6,25
syQzPRg6h0s,ricardoyborja,999,Howto & Style,290,9449,4.33,18,18
vi8Mecfov-k,ricardoyborja,1016,Howto & Style,209,3489,4.75,4,14
eXWxnFN1K2k,zonamagia,1130,Howto & Style,86,78,0,0,0
HYJCIwNBqw8,Mexican107,925,Howto & Style,78,51042,3.92,24,32
NBgRCuS1WdE,zonamagia,1128,Howto & Style,77,162,0,0,0
J1RZAM8svOI,jellymaster2,624,Music,237,4563,4.79,34,8
0VnYH-446-U,GreenCoconuts,701,Film & Animation,210,8373,4.71,63,23
pw-UbACfvbs,narutolove22,639,Music,247,1299,4.67,9,6
JUsmCippnIs,ricna,333,Film & Animation,289,1216,4.92,13,4
SrijeEgphGs,hanabisai,1073,Film & Animation,364,72,0,0,0
O7xkOt5p8b8,alchemyluv,1117,Film & Animation,224,84,5,1,4
stu8TvX7qMo,blackbankai135,1019,Entertainment,238,428,5,3,2
KwpgGWQRBAs,swifteye30,978,Entertainment,238,166,5,4,0
hmMqUJiwE0Q,Inuyasha659,982,Music,238,190,5,2,0
JtqYbSsKduk,NeonKisses,1126,Music,239,18,5,1,1
e-IkESudHjo,ShadowTwoWho,658,Music,237,562,5,4,2
cowUQNMSOe8,TheJouManne2,796,Music,237,121,5,1,1
7gCgVKEPGko,ilovesonic247,711,Film & Animation,237,253,5,1,0
17vtVAGnjJc,Animeadded1,795,Music,237,51,5,2,0
xMLJXreqVy0,luisechaidez,765,Music,237,470,5,2,2
seGMU3vXxQ8,rakay03,997,Film & Animation,238,38,0,0,0
5dOvNCOdeWI,ILOVEASHKETCHUM,721,Film & Animation,237,180,5,1,6
KU6EWSHL3ws,satanslayer777,948,Music,238,67,5,1,2
Za0bJiONMd4,StarsxinxmyxEyes,437,Music,237,868,5,7,0
